Sample	observed_features	faith_pd	chao1	shannon_entropy	Locations	Locations_Group	Weight_g	Length_mm	sample_type	Fishname	Locationtype_fishtype	location_sampletype	sampletype_speciestype	Preservation
S213	95	14.37205787	95	5.327114329	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S214	64	11.02528626	64	5.159197505	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
S215	125	20.5047152	125	5.563481118	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S216	100	13.82718146	100	5.471563777	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S217	38	10.01170697	38	4.266468659	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S218	120	24.35859743	120	5.694761491	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S219	68	12.66430813	68	5.085759758	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S220	132	19.38370807	132	5.5943534	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S221	67	13.71682627	67	4.980983602	Lake_Ontario	3			Skin	Pumpkinseed	Lake_OntarioPumpkinseed	Lake_OntarioSkin	SkinPumpkinseed	RNA_Later
S222	105	18.24062685	105	5.429952021	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S223	107	17.76778523	107	5.639081009	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S224	108	16.97639664	108	5.54331375	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S225	76	19.60685478	76	4.608230462	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S226	31	10.88369395	31	3.439467702	Lake_Ontario	3			Skin	White_Bass	Lake_OntarioWhite_Bass	Lake_OntarioSkin	SkinWhite_Bass	RNA_Later
S227	60	15.91812837	60	4.314165129	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S228	262	35.49945112	262	6.950432856	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S229	208	39.0313947	208	5.138884718	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S230	150	30.13657188	150	6.494962009	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S233	42	11.13846413	42	4.251068828	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S234	158	30.06776384	158	5.007057011	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S235	170	28.59007476	170	5.997984029	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
S236	58	12.24724476	58	4.920721087	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
S237	66	16.61890733	66	4.660681241	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S238	225	32.72546871	225	5.517182265	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S239	90	15.86728193	90	5.483859798	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S240	72	14.21098266	72	5.059186294	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S241	89	18.10458096	89	4.942425779	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S242	162	28.56729127	162	6.094054146	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S243	143	23.50517579	143	5.321737427	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S245	263	42.11190745	263	6.604866632	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S246	82	15.22244293	82	4.899592335	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
S247	107	20.23486366	107	5.5470785	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S249	137	28.34428533	137	5.828099469	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S251	68	13.50671509	68	4.811678164	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S252	53	15.16234991	53	4.339823911	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S253	203	35.13730681	203	6.276146789	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S254	153	27.55146356	153	6.167085398	Lake_Ontario	3			Skin	Brown_Trout	Lake_OntarioBrown_Trout	Lake_OntarioSkin	SkinBrown_Trout	RNA_Later
S255	100	19.32044436	100	5.416486605	Lake_Ontario	3			Skin	Yellow_Perch	Lake_OntarioYellow_Perch	Lake_OntarioSkin	SkinYellow_Perch	RNA_Later
S256	171	26.59272961	171	5.646272297	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S257	87	16.23570841	87	5.347712338	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S258	160	24.87159755	160	6.120889706	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S259	94	17.07441639	94	5.307328786	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S260	49	11.92773247	49	3.727310378	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S261	110	17.2334189	110	5.374216511	Lake_Ontario	3			Skin	White_Sucker	Lake_OntarioWhite_Sucker	Lake_OntarioSkin	SkinWhite_Sucker	RNA_Later
S262	144	20.7832586	144	5.89837737	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S263	192	28.34333582	192	6.311012851	Lake_Ontario	3			Skin	White_Perch	Lake_OntarioWhite_Perch	Lake_OntarioSkin	SkinWhite_Perch	RNA_Later
S264	113	21.60606664	113	5.773117026	Lake_Ontario	3			Skin	Freshwater_Drum	Lake_OntarioFreshwater_Drum	Lake_OntarioSkin	SkinFreshwater_Drum	RNA_Later
S265	219	37.94934037	219	6.457848423	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S266	247	37.41707891	247	6.342032826	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S267	36	10.97302168	36	3.77062443	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S268	65	17.08508586	65	4.468630983	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S269	245	40.33894073	245	6.539814802	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S270	97	18.13690812	97	5.234356943	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S271	76	15.5393984	76	5.26285988	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S272	193	35.80322604	193	6.403630599	Lake_Ontario	3			Skin	Lake_Trout	Lake_OntarioLake_Trout	Lake_OntarioSkin	SkinLake_Trout	RNA_Later
S273	104	19.11293433	104	5.056278971	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S274	139	26.92350363	139	5.599975832	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S275	98	20.44870878	98	5.209593499	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S276	62	13.98240937	62	4.800569933	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S278	95	18.96861538	95	5.263875626	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S279	94	19.70573284	94	5.171558611	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S280	110	23.10956525	110	5.450118921	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S281	211	33.57990708	211	5.924735821	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S282	167	29.19280435	167	5.637134638	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S283	127	21.73594933	127	5.516721904	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S284	77	15.79125137	77	5.190507761	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S285	33	10.254437	33	3.820506441	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S286	49	11.40593656	49	4.561364998	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S287	135	26.89565838	135	5.487878185	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S288	103	20.09115675	103	5.264901055	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S289	163	35.85582663	163	6.647253066	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S290	49	13.25657384	49	4.68475677	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S291	167	33.84406633	167	4.980187459	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S292	81	17.82655716	81	4.653799619	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S293	167	33.58327019	167	4.951328657	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S294	94	22.53397949	94	4.219087134	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S295	48	14.01089332	48	3.850614138	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S296	64	15.39080596	64	4.334992376	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S297	132	24.55037131	132	5.711793363	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S298	328	49.74454719	328	6.549792026	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S299	104	21.25716356	104	3.068518785	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S300	41	11.43163352	41	1.605425295	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S301	62	17.06159058	62	1.790665142	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S302	116	26.87389117	116	4.817266513	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S303	121	26.19246599	121	5.43266705	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S304	125	25.43639431	125	5.241353248	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S305	200	39.87401281	200	5.749849341	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S306	225	41.6670032	225	6.244649146	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S307	505	69.39947783	505	7.638787811	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S308	365	57.83285342	365	7.192801328	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S309	445	64.97228862	445	7.497077387	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S310	762	101.3515465	762	8.20624706	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S311	263	41.04298336	263	6.742600801	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S312	479	68.43091768	479	7.35112059	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S313	654	80.50342793	654	7.774589441	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S314	684	79.90968735	684	7.857006089	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S315	290	50.91076986	290	6.559333625	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S316	224	41.25932152	224	5.613430332	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S317	186	34.8365777	186	4.393965511	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S318	229	38.23975632	229	5.724860969	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S319	165	32.41718082	165	5.866002399	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S320	79	18.64837695	79	3.905770683	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S321	629	85.63095007	629	8.242724339	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S322	425	67.77228692	425	7.716180993	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S323	407	53.58513749	407	7.341268658	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S324	159	31.54753647	159	5.764623067	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S325	195	39.68889076	195	5.297997109	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S327	211	37.53118654	211	6.235655388	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S328	331	59.26808943	331	7.164815578	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S329	183	33.2390146	183	5.065352778	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S330	296	41.45607887	296	5.888579395	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S331	674	87.00823541	674	8.237947319	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S332	543	77.78639871	543	7.781344482	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S333	238	43.30690472	238	6.602486174	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S334	109	20.8600431	109	5.447540634	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S335	283	51.32352203	283	6.853967264	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S336	212	39.51325709	212	5.478262022	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S337	622	82.7196315	622	8.092412798	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S338	225	37.10647007	225	5.982119438	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S339	569	81.78356296	569	7.93441052	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S340	320	51.99090033	320	7.12063688	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S341	170	32.56652626	170	5.510867899	Lake_Erie	2			Skin	White_Perch	Lake_ErieWhite_Perch	Lake_ErieSkin	SkinWhite_Perch	Dry_Ice
S343	339	54.4792482	339	6.857877458	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S344	70	13.53862283	70	3.798937148	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S345	750	95.13633319	750	8.224362303	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S346	223	33.28267887	223	5.602309075	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S347	629	81.87871486	629	7.858894752	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S348	783	100.4568087	783	8.406107433	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S349	629	81.56216334	629	7.958661162	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S350	572	76.29250815	572	6.624505599	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S351	208	35.37197758	208	5.293759884	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S352	483	70.26966304	483	7.367304687	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S353	165	35.08509439	165	5.886489527	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S354	347	55.92229926	347	7.092638935	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S355	420	62.92739434	420	7.142031069	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S356	378	64.07990776	378	7.298543865	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S357	182	34.51486627	182	6.365888426	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S358	190	35.31011391	190	6.205651634	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S359	550	77.56545888	550	7.911674014	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S360	586	85.23950598	586	7.867505174	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S361	632	86.57460464	632	8.127056675	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S362	730	92.21430929	730	8.308294746	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S363	602	80.22028958	602	8.086686107	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S364	220	32.67686041	220	4.95061077	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S365	313	41.15254495	313	6.781310507	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S366	242	30.21392744	242	6.587981898	Lake_Erie	2			Skin	Yellow_Perch	Lake_ErieYellow_Perch	Lake_ErieSkin	SkinYellow_Perch	Dry_Ice
S367	225	37.50537469	225	6.490866003	Lake_Erie	2			Skin	White_Bass	Lake_ErieWhite_Bass	Lake_ErieSkin	SkinWhite_Bass	Dry_Ice
S368	153	24.66464713	153	6.049870778	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S369	129	27.36015615	129	5.867320566	Lake_Erie	2			Skin	Round_Goby	Lake_ErieRound_Goby	Lake_ErieSkin	SkinRound_Goby	Dry_Ice
S370	168	31.42163386	168	6.462681957	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S371	50	10.39822836	50	3.289856117	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S372	115	25.00537336	115	5.79778603	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S373	170	35.10962196	170	6.453803071	Lake_Erie	2			Skin	Freshwater_Drum	Lake_ErieFreshwater_Drum	Lake_ErieSkin	SkinFreshwater_Drum	Dry_Ice
S374	239	36.95140351	239	6.120616655	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S375	121	25.0995149	121	5.792377065	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S376	191	34.84738813	191	6.260561397	Lake_Erie	2			Skin	Walleye	Lake_ErieWalleye	Lake_ErieSkin	SkinWalleye	Dry_Ice
S377	145	26.64730986	145	5.555776217	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S378	50	10.94588264	50	4.518325026	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S379	83	18.12120436	83	4.945134892	Lake_Ontario	3			Skin	Alewife	Lake_OntarioAlewife	Lake_OntarioSkin	SkinAlewife	RNA_Later
S380	78	13.65196576	78	5.140260338	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S381	123	23.25772069	123	5.465606349	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S382	61	13.17028225	61	4.780091603	Lake_Ontario	3			Skin	Round_Goby	Lake_OntarioRound_Goby	Lake_OntarioSkin	SkinRound_Goby	RNA_Later
S383	33	9.287371786	33	3.382473374	Lake_Ontario	3			Skin	Walleye	Lake_OntarioWalleye	Lake_OntarioSkin	SkinWalleye	RNA_Later
